epoch,lr,train_accuracy,train_elapsed_sec,train_loss,train_num_hits,val_accuracy,val_elapsed_sec,val_loss,val_num_hits
1,0.001,0.3575008352823254,0.07735180854797363,1.182581141725496,2993,0.3153409090909091,0.0029058456420898438,1.243346095085144,352
