epoch,lr,train_accuracy,train_elapsed_sec,train_fraction_ce,train_fraction_mae,train_fraction_mse,train_loss,train_macro_f1,train_macro_precision,train_macro_recall,train_num_hits,train_origin_ce,train_weighted_f1,val_accuracy,val_elapsed_sec,val_fraction_ce,val_fraction_mae,val_fraction_mse,val_loss,val_macro_f1,val_macro_precision,val_macro_recall,val_num_hits,val_origin_ce,val_weighted_f1
1,0.001,0.41441284243587506,0.48406076431274414,1.0961999130215743,0.42314006325005027,0.20956726483526164,2.2244336694931404,0.3276511746374206,0.28092860979026596,0.40946966021391007,5731,1.1282337789988148,0.33135692547787476,0.49732620320855614,0.02293848991394043,1.0379921884247751,0.41605531441549143,0.2005779010886177,2.076425651815486,0.40516246330857414,0.5444068659279396,0.4989458843729861,1122,1.0384334699780333,0.41530405752486366
