epoch,lr,train_accuracy,train_count_accuracy,train_count_accuracy_2e,train_count_accuracy_3e,train_count_ce,train_elapsed_sec,train_fraction_ce,train_fraction_mae,train_fraction_mse,train_loss,train_num_events,train_num_hits,train_origin_ce,train_slot_accuracy,train_slot_bce,train_slot_count_accuracy,train_slot_exact_accuracy,val_accuracy,val_count_accuracy,val_count_accuracy_2e,val_count_accuracy_3e,val_count_ce,val_elapsed_sec,val_fraction_ce,val_fraction_mae,val_fraction_mse,val_loss,val_num_events,val_num_hits,val_origin_ce,val_slot_accuracy,val_slot_bce,val_slot_count_accuracy,val_slot_exact_accuracy
1,0.001,0.3624393624393624,0.425,0.5526315789473685,0.30952380952380953,1.0035549893975257,2.384209394454956,1.1174813762307167,0.3182366640402264,0.15893293101597025,3.5526976585388184,80,24531,1.1813862517476081,0.8416666666666667,0.5005500874482095,0.525,0.525,0.16136363636363638,0.4,0.0,1.0,0.957208522160848,0.12250638008117676,1.0509029587109884,0.31481367940252475,0.15161151856184005,3.43866384824117,15,4400,1.1397038141886393,0.8,0.5816970497369767,0.4,0.4
2,0.001,0.3793159675512617,0.5375,0.21052631578947367,0.8333333333333334,0.7530351115390659,2.6510190963745117,1.0465525530278683,0.31140241372148425,0.15375968099999898,3.1313272774219514,80,24531,1.1037156753242017,0.8416666666666667,0.45604787417687476,0.525,0.525,0.4113636363636364,0.6,1.0,0.0,0.6784877141316732,0.10830140113830566,0.9790258487065633,0.296540757661516,0.1447715448486534,2.951913022994995,15,4400,1.0497947374979655,0.8,0.4892094820737839,0.4,0.4
3,0.001,0.4634544046308752,0.4625,0.5789473684210527,0.35714285714285715,0.7257513925433159,2.2553277015686035,1.0035621292889119,0.29907149478709927,0.14784318453888445,3.0172297030687334,80,24531,1.0700774192810059,0.8416666666666667,0.4356775261461735,0.525,0.525,0.615,0.4,0.0,1.0,0.7659052352110545,0.09714579582214355,0.862896188100179,0.2648265057869933,0.12353877751664682,2.83950039545695,15,4400,0.9653468211491902,0.8,0.49070436755816144,0.4,0.4
4,0.001,0.5400105988341283,0.55,0.07894736842105263,0.9761904761904762,0.7214009050279856,2.3561270236968994,0.9174760818481446,0.26102861697111257,0.1314913493273485,2.819711224734783,80,24531,0.9633909218013287,0.8416666666666667,0.43488666191697123,0.525,0.525,0.576590909090909,0.4,0.0,1.0,0.7540551483631134,0.11984062194824219,0.861439957221349,0.2504657267508182,0.12612884044139222,2.782532072067261,15,4400,0.918371832370758,0.8,0.49733023246129354,0.4,0.4
5,0.001,0.5749459867106926,0.5875,0.3684210526315789,0.7857142857142857,0.6821825563907623,2.235063314437866,0.8643823441118001,0.2546395586796646,0.12601729600499076,2.662670025229454,80,24531,0.9060508705675602,0.8416666666666667,0.4201084987260401,0.525,0.525,0.6345454545454545,0.6,1.0,0.0,0.6763191819190979,0.09199404716491699,0.7937989056110382,0.24029146606271917,0.11550603504546664,2.562395429611206,15,4400,0.8568636973698934,0.8,0.4708273301521937,0.4,0.4
