epoch,lr,train_accuracy,train_elapsed_sec,train_loss,train_num_hits,val_accuracy,val_elapsed_sec,val_loss,val_num_hits
1,0.001,0.6541114411468604,11.27659559249878,0.8611879507270884,240378,0.5772480518343402,0.7625420093536377,0.8742901449557434,45684
2,0.001,0.6650400619025035,6.901711940765381,0.8373446385293591,240378,0.5696523947114963,0.6297698020935059,0.8828160788085309,45684
3,0.001,0.7127066536871095,6.998720169067383,0.6415474433793303,240378,0.5707906488048332,0.6284558773040771,1.7235844810005245,45684
4,0.001,0.6818843654577375,6.939307928085327,0.8071506685855213,240378,0.5762411347517731,0.6291203498840332,0.8690596728017864,45684
5,0.001,0.6497974024245147,6.968936920166016,0.8557978470070079,240378,0.5932054986428509,0.6317586898803711,0.8435446348019442,45684
