epoch,lr,train_accuracy,train_elapsed_sec,train_fraction_ce,train_fraction_mae,train_fraction_mse,train_loss,train_macro_f1,train_macro_precision,train_macro_recall,train_num_hits,train_origin_ce,train_weighted_f1,val_accuracy,val_elapsed_sec,val_fraction_ce,val_fraction_mae,val_fraction_mse,val_loss,val_macro_f1,val_macro_precision,val_macro_recall,val_num_hits,val_origin_ce,val_weighted_f1
1,0.001,0.6270904424828675,10.891529321670532,0.8199457940849987,0.31414352470578205,0.15128668818841665,1.643457033340844,0.6091940721017234,0.6138481470042922,0.6232630829667324,283672,0.8235112370985619,0.6117654544800635,0.6701032881645029,0.9592914581298828,0.7388794352536538,0.27714344239806515,0.13410023117386244,1.4830071931629512,0.6652397645180032,0.6641954012523167,0.6680962607468541,52765,0.7441277607265812,0.6668573486492
2,0.001,0.6712929016610734,10.463075637817383,0.7257962499118854,0.2739596947196173,0.13222210870983178,1.4564447637649807,0.663878398182915,0.6639987040174041,0.6687223891874484,283672,0.7306485128253022,0.6657248815298267,0.674538046053255,0.9389803409576416,0.7150208378955334,0.26468121049037696,0.12999339888491337,1.4344223891933032,0.6655479341632692,0.6670197884473691,0.671962129720337,52765,0.7194015514830283,0.6673018285644333
3,0.001,0.6771412053357398,10.20691704750061,0.7066795861427252,0.26679312160632124,0.1287717680424242,1.4182640783552416,0.6704507347878349,0.6704638911440309,0.6746918867932649,283672,0.711584491242716,0.672215558032581,0.6726428503743012,0.9642202854156494,0.7034035056086725,0.2669050497581391,0.12858335504803084,1.411780062921915,0.6698104089303897,0.6701449856866132,0.6709075689722784,52765,0.7083765557509717,0.6712609845629631
4,0.001,0.6782128655630446,10.112902641296387,0.6983683475185349,0.26316904818971726,0.12740484721671405,1.401105917991048,0.6707964209391494,0.6716834993084033,0.6756500487694398,283672,0.7027375712708572,0.6725577122382262,0.6790486117691652,0.9288866519927979,0.6920563341446604,0.2608166222136066,0.1260749780959759,1.3882715456148895,0.6717242906957211,0.6726224408755234,0.6766927086119896,52765,0.6962152117820054,0.6733356365786395
5,0.001,0.6817098620942497,10.091943740844727,0.6910726860235565,0.2608981386340068,0.1259562162698278,1.3865289451845064,0.6744559427366054,0.6754155485172127,0.6791887942502933,283672,0.6954562601573302,0.6761866906453873,0.6791812754666919,0.9190266132354736,0.6941660612575885,0.25836027059907046,0.12647313755120326,1.3917204416838571,0.6745535455741937,0.6739799621026857,0.677245130202392,52765,0.697554376196389,0.6760223939208576
6,0.001,0.684371386671931,10.265747785568237,0.6873391752638115,0.25904368692512353,0.12518833932060253,1.3789923110899964,0.6769259802303399,0.6783415619142826,0.681823450647693,283672,0.6916531330559869,0.6786440743714899,0.6788211882876907,0.9640159606933594,0.688461065486089,0.2587062556588524,0.1253671175661973,1.381507133690879,0.672113308273227,0.6729497687653773,0.6765690565560775,52765,0.693046068858278,0.6736513860427671
7,0.001,0.6853478665501002,10.12112832069397,0.6825269224273084,0.25716451952466773,0.12421054368794911,1.3695635561548922,0.6780097663906778,0.6794074110508688,0.6828225994571011,283672,0.6870366355350205,0.6797120933025137,0.6822514924665972,0.9481494426727295,0.6852673871013595,0.252344372498021,0.12480463463413109,1.375368069383552,0.6734128320958005,0.6764124950315927,0.6797385480943651,52765,0.6901006826922462,0.6750443807909794
8,0.001,0.6870223356552638,10.289608716964722,0.6796429567680924,0.25619255399901447,0.12355555600985385,1.3634747450051297,0.6794957434685687,0.6812080270771795,0.6844702015606966,283672,0.6838317890115329,0.6811997922586768,0.6837866009665498,0.9725151062011719,0.6807921671860593,0.25371135797340655,0.1238594685774623,1.366056131429834,0.6756968922052161,0.678211368045505,0.6813617003474143,52765,0.6852639624578382,0.6772763998254155
9,0.001,0.6885557968357822,10.140801191329956,0.6782968795544906,0.25518581081224734,0.1232360720835596,1.3609492531076055,0.6811637413656232,0.6829042333960008,0.6860260424259268,283672,0.682652375281337,0.6828468639524834,0.6845067753245523,0.9301302433013916,0.679533001092851,0.2519881647576159,0.12341210788800165,1.363258394088653,0.6765323571901334,0.6793770177210806,0.6820213500177333,52765,0.6837253896193539,0.6781104279631275
10,0.001,0.6892643616571251,10.327885627746582,0.6746823187766081,0.25361570565081404,0.12247830016910725,1.3536360564398522,0.6816783751664229,0.6837400040087155,0.6867084914315423,283672,0.6789537378115875,0.6833615715184878,0.6814555102814366,0.983844518661499,0.680233427674626,0.25376928347547417,0.12376101941003016,1.363762346553676,0.6748177679519602,0.6757540057777334,0.6791455545816715,52765,0.6835289158748132,0.6763931068593102
