epoch,lr,train_accuracy,train_elapsed_sec,train_loss,train_num_hits,val_accuracy,val_elapsed_sec,val_loss,val_num_hits
1,0.0003,0.7156733619973888,9964.693810224533,0.6266912840933575,283627463,0.719624806030122,1947.1173951625824,0.6182941555569971,53178360
2,0.0003,0.7200715609122802,9673.965915203094,0.6175090681653533,283627463,0.7208609479495043,1940.6478064060211,0.6155764520146773,53178360
3,0.0003,0.7209654976182613,9718.024536371231,0.6155402537985663,283627463,0.7224383941136959,1937.4111421108246,0.6136642551213829,53178360
