epoch,lr,train_accuracy,train_elapsed_sec,train_loss,train_num_hits,val_accuracy,val_elapsed_sec,val_loss,val_num_hits
1,0.001,0.3357834948212496,0.16069936752319336,1.1364284476188764,2993,0.39204545454545453,0.013929367065429688,1.1374011039733887,352
