epoch,lr,train_accuracy,train_elapsed_sec,train_fraction_ce,train_fraction_mae,train_fraction_mse,train_loss,train_macro_f1,train_macro_precision,train_macro_recall,train_num_hits,train_origin_ce,train_weighted_f1,val_accuracy,val_elapsed_sec,val_fraction_ce,val_fraction_mae,val_fraction_mse,val_loss,val_macro_f1,val_macro_precision,val_macro_recall,val_num_hits,val_origin_ce,val_weighted_f1
1,0.001,0.3314229457473366,2.326854705810547,1.1077994689262054,0.42915285112091534,0.21311601347217185,2.2326401677598917,0.3281834437425943,0.331790912048018,0.3311170974751185,28441,1.124840695526625,0.3283224447842153,0.3424607520993063,0.10250258445739746,1.0968586651458059,0.4273790472961334,0.21006447828383984,2.2001607131244234,0.22738283754806354,0.26368358035940825,0.3497742445710463,5478,1.1033020482832778,0.22348438330432455
2,0.001,0.34126788790830137,2.558926582336426,1.0996247094029854,0.4288015702185234,0.2112632450898452,2.199272116135664,0.2899321073582791,0.3466793284759635,0.34234034133930047,28441,1.099647403861529,0.289184193510163,0.34556407447973714,0.10981082916259766,1.0971251386889318,0.42750580364572344,0.21004901451540497,2.1962255899729457,0.20968764061782785,0.37128051527730016,0.3379825155271767,5478,1.0991004634051482,0.21348624875569486
3,0.001,0.3406701592771,2.374615430831909,1.0978613742473136,0.42842870421422347,0.21089197630602022,2.195677284474975,0.3355444207520452,0.34317835849568423,0.3404937866405811,28441,1.0978159096869633,0.3356336368560967,0.3537787513691128,0.10161209106445312,1.1020235099815112,0.42805496357618,0.21108370569173154,2.2011277278699595,0.2811886578333947,0.24305570571869275,0.3592724537788667,5478,1.0991041956264722,0.277533730465073
4,0.001,0.3448894202032277,2.2670793533325195,1.0979588096526842,0.42840510539178467,0.21091786488381908,2.1954276807524225,0.31472469937604647,0.34053885524071875,0.345042091589612,28441,1.0974688670046826,0.3147502505651759,0.3723986856516977,0.11977744102478027,1.094790323192336,0.4269108895719726,0.20954918955779503,2.191578488229791,0.34228897504368816,0.37652300120873566,0.3683728114083387,5478,1.0967881641234738,0.3443160529081404
5,0.001,0.35118315108470166,2.355211019515991,1.0978660624865795,0.42843557607586474,0.21092453709892622,2.195667060567233,0.328302614745639,0.3556471162765182,0.35187473561911303,28441,1.0978009985207564,0.3278786060188439,0.3669222343921139,0.09266853332519531,1.0981511299999234,0.4272027016774108,0.21019725300515815,2.1949802202306206,0.3550454875593761,0.36089358421253687,0.36906369266514877,5478,1.0968290506248364,0.35380124547724406
6,0.001,0.3541366337329911,2.501343250274658,1.0971942066513392,0.42819045543846695,0.21074579087395504,2.1939189161019863,0.3157719579091952,0.3582219151683949,0.35344997166096886,28441,1.0967247043244928,0.3161188726994547,0.3698430083972253,0.10551047325134277,1.097914778237449,0.4274890705012805,0.21033203473988568,2.195153989248704,0.3663758333311325,0.3653457420992769,0.37023475827190117,5478,1.0972392255043888,0.36611096779474395
7,0.001,0.35083154600752436,2.3729865550994873,1.0975893373575891,0.4282867169827417,0.21080123608180906,2.1947605781575965,0.33913415474852343,0.35039679871214374,0.3514124904398835,28441,1.0971712238413638,0.3387992434574009,0.39302665206279663,0.09582138061523438,1.0975738161451933,0.4273016225545238,0.21008929226162573,2.193232947738121,0.3928125401310549,0.3930395757690381,0.39311068227170315,5478,1.0956591248033516,0.39291364417747915
8,0.001,0.3503392988994761,2.1340935230255127,1.0970749908692181,0.42816667533227654,0.21072856647288185,2.1937570441628864,0.33700808568399815,0.3510676946725586,0.3497936897325267,28441,1.0966820558881816,0.3372460844872126,0.3654618473895582,0.12096691131591797,1.098281059203334,0.427356805667341,0.21042440717685568,2.196595513981683,0.3458492926104098,0.35456428468036627,0.3680354194839692,5478,1.0983144410468662,0.34424663751123036
9,0.001,0.35621110368833725,2.194716215133667,1.0969170503385635,0.42832165499418573,0.21068366972478667,2.1929746165120827,0.34124239892128916,0.35384977482363006,0.356856442201445,28441,1.0960575657292244,0.3408636481289311,0.3424607520993063,0.08875918388366699,1.0996755949551713,0.4282124942891482,0.21063027858690608,2.198433135103335,0.3201241151274168,0.3755429042425744,0.3400796072248164,5478,1.098757542759539,0.3209915139863215
10,0.001,0.3629619211701417,2.063512086868286,1.0949953026813628,0.4280027855859729,0.21025230924391822,2.190647327188642,0.36220517899280935,0.36298095560195703,0.363133620731333,28441,1.0956520148711149,0.36210543518086324,0.3660094925155166,0.10349631309509277,1.0970317927447928,0.4274683846211773,0.21005041533064434,2.193613498478138,0.3513655952762429,0.35918539334378846,0.3684034629931059,5478,1.0965817227072854,0.34996458117815143
