epoch,lr,train_accuracy,train_elapsed_sec,train_fraction_ce,train_fraction_mae,train_fraction_mse,train_loss,train_macro_f1,train_macro_precision,train_macro_recall,train_num_hits,train_origin_ce,train_weighted_f1,val_accuracy,val_elapsed_sec,val_fraction_ce,val_fraction_mae,val_fraction_mse,val_loss,val_macro_f1,val_macro_precision,val_macro_recall,val_num_hits,val_origin_ce,val_weighted_f1
1,0.001,0.3310443046899236,22.28616952896118,1.10160773109874,0.4291697442551547,0.21150253776838784,2.2059167666190698,0.3282423020697383,0.33066382132895183,0.33101840117028375,283672,1.1043090382892673,0.3282566190201338,0.33016203923055054,1.145369291305542,1.1000484571223754,0.4292692658461339,0.21116771373965215,2.1988619813735615,0.2510699142519307,0.21752412325205292,0.32884445943378726,52765,1.098813525690328,0.2517059020479869
