epoch,lr,train_accuracy,train_count_accuracy,train_count_accuracy_2e,train_count_accuracy_3e,train_count_ce,train_elapsed_sec,train_fraction_ce,train_fraction_mae,train_fraction_mse,train_loss,train_num_events,train_num_hits,train_origin_ce,train_slot_accuracy,train_slot_bce,train_slot_count_accuracy,train_slot_exact_accuracy,val_accuracy,val_count_accuracy,val_count_accuracy_2e,val_count_accuracy_3e,val_count_ce,val_elapsed_sec,val_fraction_ce,val_fraction_mae,val_fraction_mse,val_loss,val_num_events,val_num_hits,val_origin_ce,val_slot_accuracy,val_slot_bce,val_slot_count_accuracy,val_slot_exact_accuracy
18,0.001,0.40297364983484346,0.50125,0.6823821339950372,0.31738035264483627,0.6978599191457033,13.481349468231201,1.0335659301280975,0.30707248641305296,0.15372193225824657,2.253367186039686,800,240378,1.0339371964335442,0.8316666666666667,0.2314603964984417,0.495,0.495,0.38989580597145607,0.4666666666666667,0.9846153846153847,0.07058823529411765,0.7038697878519694,1.3115971088409424,1.0441978816191355,0.30902243043587074,0.154454530092887,2.2768902468681333,150,45684,1.0446032798290252,0.8177777777777778,0.23657564481099447,0.4533333333333333,0.4533333333333333
19,0.001,0.40291540823203453,0.595,0.45409429280397023,0.7380352644836272,0.675168387144804,13.475586652755737,1.0265461876243354,0.3072979096623751,0.152827922390901,2.233116860985756,800,240378,1.0265618816018105,0.8658333333333333,0.22487557331100105,0.5975,0.5975,0.39606864547762893,0.43333333333333335,1.0,0.0,0.7539373300472896,1.340625524520874,1.0631579812367757,0.30481333206569594,0.15724292492221464,2.328407193819682,150,45684,1.0636139353116354,0.8111111111111111,0.2542390577991803,0.43333333333333335,0.43333333333333335
20,0.001,0.4023288320894591,0.57375,0.5955334987593052,0.5516372795969773,0.6856321926042438,13.64752459526062,1.0270444972813129,0.306723867562499,0.1529994300352599,2.236620222181082,800,240378,1.0269012835621834,0.8579166666666667,0.2277400017902255,0.57375,0.57375,0.39606864547762893,0.48,0.9230769230769231,0.1411764705882353,0.7052813935279846,1.2571909427642822,1.0518740439414977,0.3062379915988411,0.1558415579064283,2.291952923933665,150,45684,1.05249072432518,0.8311111111111111,0.23265937199195227,0.49333333333333335,0.49333333333333335
21,0.001,0.4008769521337227,0.575,0.6674937965260546,0.4811083123425693,0.6844202975183725,13.610349655151367,1.0274460495263338,0.3064365945797659,0.15308030390690544,2.237284148186445,800,240378,1.0274056277424097,0.8604166666666667,0.2277420648187399,0.58125,0.58125,0.38989580597145607,0.44,0.9846153846153847,0.023529411764705882,0.6970294495423635,1.2997663021087646,1.0446938824653627,0.3104532646234968,0.15419423669151308,2.2758729219436646,150,45684,1.0447313459714254,0.8111111111111111,0.23520910878976187,0.43333333333333335,0.43333333333333335
22,0.001,0.40231635174600006,0.54375,0.3325062034739454,0.7581863979848866,0.689440350458026,13.544857025146484,1.0299546982347965,0.307506869035035,0.15326453886765556,2.243685121387243,800,240378,1.0299930871278047,0.8491666666666666,0.22924633936956526,0.5475,0.5475,0.38989580597145607,0.43333333333333335,1.0,0.0,0.7662053132057189,1.3355016708374023,1.0560466015338899,0.305992123146951,0.15642721645883703,2.31522255897522,150,45684,1.0556891572475433,0.8111111111111111,0.25122868835926054,0.43333333333333335,0.43333333333333335
23,0.001,0.4026325204469627,0.49625,0.5359801488833746,0.45591939546599497,0.7020430309325456,14.02887511253357,1.0308005478978157,0.30736324671110965,0.15336770160024724,2.2487151266634466,800,240378,1.0307451594620942,0.8254166666666667,0.23380407052114605,0.47625,0.47625,0.38989580597145607,0.43333333333333335,1.0,0.0,0.7034555673599243,1.2899634838104248,1.0492429129282634,0.30748645975114625,0.15539123112655945,2.285853921572367,150,45684,1.0494943956534069,0.8111111111111111,0.23212752679983775,0.43333333333333335,0.43333333333333335
24,0.001,0.40194610155671484,0.44625,0.5533498759305211,0.33753148614609574,0.6978146415948868,13.897741317749023,1.0307739700376988,0.3073830938220385,0.15341338028482393,2.247375265210867,800,240378,1.0307666255533696,0.8329166666666666,0.231358703635633,0.49875,0.49875,0.39606864547762893,0.43333333333333335,1.0,0.0,0.6967332375049591,1.2781221866607666,1.0461262043317159,0.30868747692286747,0.15476822022734513,2.27847860177358,150,45684,1.046522110303243,0.8111111111111111,0.23241817037264506,0.43333333333333335,0.43333333333333335
25,0.001,0.4019918628160647,0.47125,0.6377171215880894,0.3022670025188917,0.6944842637330294,13.781834125518799,1.0298802649229766,0.3073950206313539,0.15330693004895937,2.244922525137663,800,240378,1.0299148171395063,0.8329166666666666,0.23115298742428422,0.49875,0.49875,0.38989580597145607,0.43333333333333335,1.0,0.0,0.697495793501536,1.315176248550415,1.0466192396481833,0.30846285461601847,0.15488499413192972,2.2792319162686665,150,45684,1.0467605996131897,0.8111111111111111,0.2317646457751592,0.43333333333333335,0.43333333333333335
26,0.001,0.4013844861010575,0.495,0.6476426799007444,0.34005037783375314,0.6934016430377961,14.144943714141846,1.029441494718194,0.3076377028960027,0.1531849930493709,2.243817109912634,800,240378,1.0295575154572725,0.8408333333333333,0.2306888835504651,0.5225,0.5225,0.39606864547762893,0.5666666666666667,0.0,1.0,0.6916852958997091,1.301323413848877,1.0451716589927673,0.3094249199810029,0.15448888793141471,2.2751275738080343,150,45684,1.0453523190816243,0.8111111111111111,0.23133268783489863,0.43333333333333335,0.43333333333333335
27,0.001,0.4027282030801488,0.505,0.48635235732009924,0.5239294710327456,0.6940976928174496,14.864094734191895,1.029496719688177,0.3074218948074394,0.15320776775866757,2.2439741626381875,800,240378,1.029502433091402,0.8358333333333333,0.23077739538624883,0.5075,0.5075,0.38989580597145607,0.43333333333333335,1.0,0.0,0.700630392630895,1.357468843460083,1.0457584647337597,0.30912555484434695,0.15464982158686189,2.2779739157358807,150,45684,1.0457223121325174,0.8111111111111111,0.23183529476324718,0.43333333333333335,0.43333333333333335
28,0.001,0.4028987677740891,0.4925,0.6898263027295285,0.29219143576826195,0.6946848499774932,14.522560596466064,1.0301777582615614,0.3074429310597084,0.15332077485285237,2.2456051130592822,800,240378,1.0302386597543955,0.8345833333333333,0.23125865306705237,0.50375,0.50375,0.38989580597145607,0.43333333333333335,1.0,0.0,0.6959191981951396,1.3222596645355225,1.0498741567134857,0.30732152929824574,0.15550885279563015,2.2856511028607684,150,45684,1.0502987396717072,0.8111111111111111,0.2314717905720075,0.43333333333333335,0.43333333333333335
29,0.001,0.40266996147733986,0.5125,0.5310173697270472,0.49370277078085645,0.692424064129591,14.254504442214966,1.0289271408319474,0.30729466759841345,0.15318189826751621,2.242555593401194,800,240378,1.0290706609934568,0.8383333333333334,0.2303648870997131,0.515,0.515,0.39606864547762893,0.43333333333333335,1.0,0.0,0.7042727156480153,1.256439447402954,1.047498237291972,0.3079244604660577,0.1550966744847637,2.28275936126709,150,45684,1.0479571338494618,0.8133333333333334,0.2322471982240677,0.44,0.44
30,0.001,0.4002612551897428,0.51,0.7667493796526055,0.24937027707808565,0.6941701018065214,14.009630918502808,1.0295884104818105,0.3072697217874884,0.15328240786917993,2.244446837902069,800,240378,1.0297317542880773,0.83375,0.23146325247362257,0.50125,0.50125,0.38989580597145607,0.43333333333333335,1.0,0.0,0.6958422350883484,1.247997522354126,1.0452566262086231,0.3095310227409698,0.15449197715685384,2.2762711222966514,150,45684,1.045287702480952,0.8111111111111111,0.23279174367586772,0.43333333333333335,0.43333333333333335
